"Gene","Module"
"DCAF4L1",1
"DCAF5",0
"DCAF6",2
"DCAF7",1
"DCAF8",0
"DCAKD",0
"DCBLD1",0
"DCBLD2",0
"DCDC1",1
"DCDC2",1
"DCDC2B",1
"DCDC2C",1
"DCHS1",0
"DCK",3
"DCLK1",2
"DCLK2",1
"DCLK3",1
"DCLRE1A",3
"DCLRE1B",0
"DCLRE1C",0
"DCLRE1CP1",1
"DCN",0
"DCP1A",1
"DCP1B",3
"DCP2",0
"DCPS",3
"DCST1",1
"DCST2",1
"DCSTAMP",1
"DCTD",2
"DCTN1",3
"DCTN2",2
"DCTN3",0
"DCTN4",1
"DCTN5",0
"DCTN6",13
"DCTN6-DT",1
"DCTPP1",2
"DCUN1D1",0
"DCUN1D2",1
"DCUN1D3",2
"DCUN1D4",4
"DCUN1D5",2
"DCXR",0
"DDA1",0
"DDAH1",3
"DDAH2",0
"DDB1",1
"DDB2",0
"DDHD1",0
"DDHD2",3
"DDI1",4
"DDI2",11
"DDIAS",0
"DDIT3",1
"DDIT4",2
"DDIT4L",0
"DDN",1
"DDN-AS1",9
"DDOST",2
"DDR1",9
"DDR2",7
"DDRGK1",0
"DDTL",0
"DDX1",3
"DDX10",0
"DDX10P1",1
"DDX11",0
"DDX11L2",0
"DDX12P",1
"DDX17",0
"DDX18",2
"DDX18P1",0
"DDX18P5",0
"DDX19A",2
"DDX19A-DT",1
"DDX19B",3
"DDX20",0
"DDX21",0
"DDX23",0
"DDX24",0
"DDX25",1
"DDX27",0
"DDX28",14
"DDX31",3
"DDX39A",1
"DDX39B",0
"DDX39BP2",1
"DDX3P1",1
"DDX3X",1
"DDX3Y",0
"DDX4",1
"DDX41",3
"DDX42",5
"DDX43",1
"DDX46",1
"DDX47",0
"DDX49",2
"DDX5",1
"DDX50",2
"DDX50P1",1
"DDX51",2
"DDX52",3
"DDX54",0
"DDX55",3
"DDX55P1",6
"DDX56",2
"DDX58",1
"DDX59",19
"DDX6",0
"DDX60",0
"DDX60L",0
"DEAF1",0
"DECR1",3
"DECR2",2
"DEDD",3
"DEDD2",1
"DEF6",1
"DEF8",2
"DEGS1",10
"DEGS2",0
"DEK",0
"DELE1",3
"DELEC1",1
"DENND10",1
"DENND11",2
"DENND1A",7
"DENND1B",1
"DENND2A",1
"DENND2B",2
"DENND2C",1
"DENND2D",0
"DENND3",0
"DENND4A",4
"DENND4B",2
"DENND4C",0
"DENND5A",1
"DENND5B",14
"DENND5B-AS1",1
"DENND6A",0
"DENND6A-AS1",22
"DENND6A-DT",1
"DENND6B",0
"DENR",2
"DEPDC1",1
"DEPDC1B",1
"DEPDC1P2",0
"DEPDC4",1
"DEPDC5",0
"DEPDC7",1
"DEPP1",7
"DEPTOR",0
"DERA",3
"DERL1",0
"DERL2",0
"DERL3",1
"DES",1
"DESI1",13
"DESI2",0
"DET1",0
"DEXI",1
"DFFA",3
"DFFB",2
"DGAT1",1
"DGAT2",0
"DGCR11",1
"DGCR12",0
"DGCR2",2
"DGCR5",0
"DGCR6L",2
"DGCR8",0
"DGKA",7
"DGKB",1
"DGKD",3
"DGKE",0
"DGKG",1
"DGKH",0
"DGKI",1
"DGKQ",2
"DGKZ",2
"DGLUCY",0
"DGUOK",3
"DHCR24",0
"DHCR7",2
"DHDDS",0
"DHDDS-AS1",0
"DHDH",1
"DHFR",3
"DHFR2",0
"DHH",24
"DHODH",2
"DHPS",0
"DHRS1",0
"DHRS11",0
"DHRS12",0
"DHRS13",0
"DHRS2",1
"DHRS3",3
"DHRS4",3
"DHRS4-AS1",3
"DHRS4L2",3
"DHRS7",2
"DHRS7B",0
"DHRS9",0
"DHTKD1",0
"DHX15",0
"DHX16",0
"DHX29",3
"DHX30",2
"DHX32",0
"DHX33",0
"DHX34",25
"DHX35",0
"DHX36",0
"DHX37",2
"DHX38",1
"DHX40",0
"DHX57",3
"DHX58",0
"DHX8",1
"DHX9",3
"DIABLO",1
"DIAPH1",0
"DIAPH1-AS1",15
"DIAPH2",0
"DIAPH2-AS1",1
"DIAPH3",1
"DICER1",11
"DICER1-AS1",0
"DIDO1",0
"DIMT1",2
"DINOL",1
"DIO1",1
"DIO2",1
"DIP2A",3
"DIP2A-IT1",1
"DIP2B",1
"DIP2C",1
"DIP2C-AS1",1
"DIPK1A",1
"DIPK1B",2
"DIPK2A",1
"DIPK2B",24
"DIRAS1",1
"DIRAS3",1
"DIRC3",1
"DIRC3-AS1",1
"DIS3",0
"DIS3L",8
"DIS3L2",2
"DISC1",0
"DISC1FP1",1
"DISC2",0
"DISP1",1
"DISP2",0
"DISP3",3
"DIXDC1",3
"DKC1",3
"DKFZP434A062",1
"DKK1",0
"DKK2",1
"DKK3",4
"DKKL1",0
"DLAT",3
"DLC1",2
"DLD",0
"DLEC1",1
"DLEU1",0
"DLEU2",1
"DLG1",1
"DLG2",1
"DLG3",0
"DLG4",1
"DLG5",0
"DLG5-AS1",0
"DLGAP1",1
"DLGAP1-AS1",5
"DLGAP1-AS2",0
"DLGAP1-AS3",1
"DLGAP2",1
"DLGAP2-AS1",1
"DLGAP3",1
"DLGAP4",1
"DLGAP4-AS1",0
"DLGAP5",0
"DLK1",1
"DLK2",0
"DLL1",1
"DLL3",0
"DLL4",17
"DLST",0
"DLX2",1
"DMAC1",3
"DMAC2",0
"DMAC2L",0
"DMAP1",0
"DMC1",15
"DMD",11
"DMGDH",1
"DMP1",1
"DMPK",2
"DMRT1",1
"DMRT3",1
"DMRTA1",1
"DMRTC2",1
"DMTF1",35
"DMTN",0
"DMWD",0
"DMXL1",0
"DMXL2",3
"DNA2",0
"DNAAF1",1
"DNAAF2",2
"DNAAF3",1
"DNAAF3-AS1",0
"DNAAF4",0
"DNAAF5",2
"DNAH1",1
"DNAH10",1
"DNAH10OS",1
"DNAH11",1
"DNAH12",1
"DNAH14",0
"DNAH17",1
"DNAH17-AS1",1
"DNAH2",1
"DNAH3",1
"DNAH5",0
"DNAH6",1
"DNAH7",1
"DNAH8",1
"DNAH9",1
"DNAI1",1
"DNAI2",1
"DNAI3",1
"DNAI4",1
"DNAJA1",1
"DNAJA1P5",1
"DNAJA2",0
"DNAJA3",2
"DNAJA4",1
"DNAJB1",1
"DNAJB11",1
"DNAJB12",1
"DNAJB14",2
"DNAJB2",1
"DNAJB4",1
"DNAJB5",1
"DNAJB5-DT",1
"DNAJB6",1
"DNAJB6P1",1
"DNAJB6P2",1
"DNAJB6P8",0
"DNAJB7",4
"DNAJB9",1
"DNAJC1",1
"DNAJC10",2
"DNAJC11",3
"DNAJC12",0
"DNAJC13",2
"DNAJC14",0
"DNAJC15",3
"DNAJC16",3
"DNAJC17",0
"DNAJC18",0
"DNAJC19",0
"DNAJC19P5",15
"DNAJC2",0
"DNAJC21",0
"DNAJC22",1
"DNAJC24",0
"DNAJC25",4
"DNAJC27",1
"DNAJC27-AS1",0
"DNAJC28",1
"DNAJC3",1
"DNAJC30",1
"DNAJC3-DT",1
"DNAJC4",3
"DNAJC5",2
"DNAJC5G",4
"DNAJC6",1
"DNAJC7",13
"DNAJC8",13
"DNAJC9",0
"DNAJC9-AS1",0
"DNAL1",2
"DNAL4",0
"DNALI1",0
"DNASE1",0
"DNASE1L1",0
"DNASE1L2",1
"DNASE1L3",1
"DNASE2",0
"DNASE2B",1
"DND1P1",6
"DNER",30
"DNHD1",1
"DNLZ",0
"DNM1",1
"DNM1L",3
"DNM1P46",0
"DNM1P47",0
"DNM2",2
"DNM3",1
"DNM3-IT1",1
"DNM3OS",0
"DNMBP",1
"DNMBP-AS1",1
"DNMT1",2
"DNMT3A",0
"DNMT3B",1
"DNPEP",10
"DNPH1",0
"DNTTIP1",0
"DNTTIP2",1
"DOC2A",1
"DOC2B",0
"DOC2GP",1
"DOCK1",11
"DOCK10",3
"DOCK11",1
"DOCK2",0
"DOCK3",1
"DOCK4",0
"DOCK4-AS1",9
"DOCK5",0
"DOCK6",0
"DOCK7",0
"DOCK8",0
"DOCK9",3
"DOCK9-AS1",0
"DOCK9-DT",0
"DOHH",2
"DOK1",3
"DOK3",0
"DOK4",8
"DOK5",1
"DOK7",1
"DOLK",3
"DOLPP1",1
"DONSON",4
"DOP1A",2
"DOP1B",4
"DOT1L",0
"DPAGT1",3
"DPCD",2
"DPEP1",1
"DPEP2",1
"DPF2",13
"DPF3",0
"DPH1",3
"DPH2",2
"DPH3",0
"DPH5",3
"DPH6",3
"DPH7",2
"DPM1",1
"DPM2",0
"DPM3",0
"DPP3",2
"DPP3P1",1
"DPP4",0
"DPP6",1
"DPP7",2
"DPP8",11
"DPP9",2
"DPP9-AS1",0
"DPPA2P2",1
"DPPA2P4",1
"DPRXP1",1
"DPY19L1",7
"DPY19L1P1",0
"DPY19L1P2",1
"DPY19L2",0
"DPY19L2P1",1
"DPY19L2P2",1
"DPY19L2P3",0
"DPY19L3",0
"DPY19L3-DT",0
"DPY19L4",2
"DPY30",3
"DPYD",0
"DPYD-AS1",1
"DPYS",1
"DPYSL2",3
"DPYSL3",0
"DPYSL4",1
"DPYSL5",1
"DQX1",1
"DR1",1
"DRAIC",1
"DRAM1",10
"DRAM2",0
"DRAP1",0
"DRAXIN",2
"DRC1",1
"DRC3",1
"DRC7",1
"DRD3",1
"DRG1",0
"DRG2",0
"DROSHA",1
"DRP2",1
"DSC2",0
"DSCAML1",1
"DSCC1",0
"DSCR9",1
"DSE",0
"DSEL",0
"DSN1",0
"DSP",0
"DST",1
"DSTN",1
"DSTNP1",0
"DSTNP2",0
"DSTYK",0
"DTD1",3
"DTD2",3
"DTL",2
"DTNA",0
"DTNB",7
"DTNBP1",0
"DTWD1",3
"DTWD2",0
"DTX1",9
"DTX2",0
"DTX3",0
"DTX3L",25
"DTX4",0
"DTYMK",2
"DUBR",3
"DUOX1",1
"DUOX2",1
"DUOXA1",1
"DUOXA2",1
"DUS1L",2
"DUS2",2
"DUS3L",0
"DUS4L",3
"DUS4L-BCAP29",3
"DUSP1",0
"DUSP10",1
"DUSP11",1
"DUSP12",31
"DUSP14",0
"DUSP15",1
"DUSP16",0
"DUSP18",0
"DUSP19",3
"DUSP2",1
"DUSP22",11
"DUSP23",7
"DUSP28",1
"DUSP3",0
"DUSP4",5
"DUSP5",3
"DUSP5-DT",1
"DUSP6",25
"DUSP7",2
"DUSP8",10
"DUSP8P5",3
"DUT",2
"DUTP6",0
"DUTP7",4
"DVL1",2
"DVL2",0
"DVL3",2
"DXO",0
"DYM",1
"DYNC1H1",9
"DYNC1I1",5
"DYNC1I2",3
"DYNC1I2P1",2
"DYNC1LI1",1
"DYNC1LI2",0
"DYNC2H1",0
"DYNC2I1",0
"DYNC2I2",2
"DYNC2LI1",0
"DYNLL1",0
"DYNLL2",1
"DYNLRB1",2
"DYNLT1",3
"DYNLT2",1
"DYNLT2B",0
"DYNLT3",0
"DYNLT4",4
"DYNLT5",0
"DYRK1A",1
"DYRK1B",1
"DYRK2",0
"DYRK3",1
"DYRK3-AS1",1
"DYRK4",3
"DYSF",3
"DYTN",1
"DZANK1",0
"DZIP1",0
"DZIP1L",1
"DZIP3",14
"E2F1",8
"E2F2",1
"E2F3",0
"E2F3-IT1",0
"E2F3P2",1
"E2F4",0
"E2F5",3
"E2F6",1
"E2F7",1
"E2F8",7
"E4F1",2
"EAF1",1
"EAF1-AS1",1
"EAF2",1
"EAPP",0
"EARS2",2
"EBAG9",3
"EBAG9P1",0
"EBF1",0
"EBF2",1
"EBF3",0
"EBF4",0
"EBI3",2
"EBLN1",0
"EBLN2",0
"EBLN3P",0
"EBNA1BP2",3
"EBP",3
"EBPL",2
"ECD",13
"ECE1",1
"ECE1-AS1",9
"ECH1",0
"ECHDC1",3
"ECHDC2",0
"ECHDC3",0
"ECHS1",2
"ECI1",2
"ECI2",7
"ECI2-DT",1
"ECM1",1
"ECM2",4
"ECPAS",1
"ECRG4",4
"ECSCR",2
"ECSIT",0
"ECT2",1
"ECT2L",1
"EDA",1
"EDA2R",0
"EDARADD",1
"EDC3",7
"EDC4",14
"EDDM13",0
"EDEM1",0
"EDEM2",3
"EDEM3",11
"EDF1",0
"EDIL3",0
"EDIL3-DT",0
"EDN1",3
"EDN2",1
"EDNRB",0
"EDRF1",1
"EDRF1-AS1",0
"EEA1",0
"EED",0
"EEF1A1",1
"EEF1A1P10",0
"EEF1A1P11",29
"EEF1A1P12",0
"EEF1A1P13",16
"EEF1A1P15",1
"EEF1A1P19",0
"EEF1A1P25",1
"EEF1A1P29",0
"EEF1A1P3",1
"EEF1A1P4",0
"EEF1A1P5",0
"EEF1A1P6",0
"EEF1A1P9",0
"EEF1A2",1
"EEF1AKMT1",3
"EEF1AKMT2",2
"EEF1AKMT3",1
"EEF1AKMT4",0
"EEF1AKNMT",3
"EEF1B2",0
"EEF1B2P3",0
"EEF1B2P7",0
"EEF1D",1
"EEF1DP7",1
"EEF1E1",3
"EEF1GP5",1
"EEF2",1
"EEF2K",3
"EEF2KMT",2
"EEFSEC",3
"EEPD1",1
"EFCAB10",0
"EFCAB11",0
"EFCAB12",1
"EFCAB13",1
"EFCAB13-DT",0
"EFCAB14",3
"EFCAB2",2
"EFCAB3",1
"EFCAB5",1
"EFCAB6",0
"EFCAB7",5
"EFCAB8",1
"EFCC1",1
"EFEMP1",8
"EFEMP2",0
"EFHB",0
"EFHC1",0
"EFHD1",4
"EFHD2",0
"EFL1",6
"EFNA1",11
"EFNA2",1
"EFNA3",1
"EFNA4",0
"EFNA5",0
"EFNB1",2
"EFNB2",1
"EFNB3",1
"EFR3A",0
"EFR3B",1
"EFS",0
"EFTUD2",2
"EGF",6
"EGFL7",2
"EGFL8",0
"EGFLAM",0
"EGFLAM-AS2",1
"EGFR",0
"EGFR-AS1",0
"EGILA",5
"EGLN1",2
"EGLN2",0
"EGLN3",4
"EGOT",0
"EGR1",7
"EGR2",7
"EGR3",1
"EGR4",6
"EHBP1",4
"EHBP1L1",0
"EHD1",4
"EHD2",3
"EHD3",0
"EHD4",2
"EHD4-AS1",0
"EHF",0
"EHHADH",3
"EHMT1",0
"EHMT2",0
"EHMT2-AS1",1
"EI24",3
"EID1",2
"EID2",2
"EID2B",0
"EID3",1
"EIF1",1
"EIF1AD",1
"EIF1AX",0
"EIF1AX-AS1",1
"EIF1AXP1",0
"EIF1AY",36
"EIF1B",0
"EIF1B-AS1",1
"EIF2A",19
"EIF2AK1",3
"EIF2AK2",3
"EIF2AK3",1
"EIF2AK3-DT",1
"EIF2AK4",2
"EIF2B1",3
"EIF2B2",19
"EIF2B3",3
"EIF2B4",3
"EIF2B5",2
"EIF2D",14
"EIF2S1",3
"EIF2S2",0
"EIF2S2P4",0
"EIF2S2P6",0
"EIF2S3",2
"EIF2S3B",0
"EIF3A",5
"EIF3B",31
"EIF3C",0
"EIF3D",13
"EIF3E",0
"EIF3F",0
"EIF3FP3",0
"EIF3G",0
"EIF3H",14
"EIF3I",26
"EIF3J",0
"EIF3J-DT",0
"EIF3K",0
"EIF3KP1",6
"EIF3L",0
"EIF3M",3
"EIF4A1",0
"EIF4A1P10",0
"EIF4A1P4",0
"EIF4A2",1
"EIF4A2P2",6
"EIF4A3",1
"EIF4B",0
"EIF4BP3",0
"EIF4BP6",0
"EIF4BP7",0
"EIF4E",13
"EIF4E2",1
"EIF4E3",0
"EIF4EBP1",2
"EIF4EBP2",0
"EIF4ENIF1",0
"EIF4EP1",9
"EIF4EP2",0
"EIF4G1",0
"EIF4G2",0
"EIF4G3",3
"EIF4H",2
"EIF4HP1",0
"EIF4HP2",1
"EIF5",1
"EIF5A",2
"EIF5A2",1
"EIF5AL1",0
"EIF5B",0
"EIF5P1",0
"EIF6",0
"EIPR1",1
"ELAC1",0
"ELAC2",3
"ELAPOR1",1
"ELAPOR2",7
"ELAVL1",2
"ELAVL2",1
"ELAVL3",1
"ELF1",1
"ELF2",0
"ELF3",0
"ELF3-AS1",0
"ELF4",1
"ELFN1",0
"ELFN2",0
"ELK1",0
"ELK3",0
"ELK4",11
"ELL",3
"ELL2",0
"ELL2P1",0
"ELL3",1
"ELMO1",0
"ELMO1-AS1",6
"ELMO2",0
"ELMO3",3
"ELMOD1",0
"ELMOD2",2
"ELMOD3",5
"ELN",4
"ELOA",3
"ELOA-AS1",1
"ELOB",2
"ELOC",1
"ELOCP31",0
"ELOF1",0
"ELOVL1",3
"ELOVL2",1
"ELOVL3",1
"ELOVL4",1
"ELOVL5",1
"ELOVL6",3
"ELOVL7",10
"ELP1",3
"ELP2",2
"ELP3",3
"ELP4",2
"ELP5",0
"ELP6",0
"EMBP1",1
"EMC1",2
"EMC10",0
"EMC1-AS1",1
"EMC2",0
"EMC3",1
"EMC3-AS1",1
"EMC4",0
"EMC6",0
"EMC7",3
"EMC8",2
"EMC9",1
"EMCN",7
"EMD",0
"EME1",1
"EME2",0
"EMG1",2
"EMID1",1
"EMILIN1",2
"EMILIN2",2
"EML1",3
"EML2",2
"EML3",2
"EML4",4
"EML4-AS1",1
"EML5",1
"EML6",1
"EMP1",0
"EMP2",7
"EMP2P1",0
"EMP3",0
"EMSY",1
"EMX1",1
"EN2",1
"ENAH",1
"ENC1",0
"ENDOD1",8
"ENDOG",2
"ENDOU",1
"ENDOV",3
"ENG",3
"ENGASE",1
"ENKD1",2
"ENKUR",0
"ENO1",2
"ENO2",0
"ENO3",1
"ENOPH1",2
"ENOSF1",0
"ENOX1",0
"ENOX2",3
"ENPP1",1
"ENPP2",4
"ENPP4",0
"ENSA",0
"ENSG00000275493",0
"ENSG00000279336",1
"ENSG00000279413",0
"ENSG10010134870.1",1
"ENSG10010134912.1",1
"ENSG10010136505.1",0
"ENSG10010136902.1",0
"ENSG10010137281.1",2
"ENSG10010138890.1",1
"ENSG10010138924.1",0
"ENSG10010138945.1",1
"ENSG10010139728.1",0
"ENSG10010139899.1",1
"ENTPD1",7
"ENTPD1-AS1",1
"ENTPD2",1
"ENTPD3",1
"ENTPD3-AS1",0
"ENTPD4",10
"ENTPD5",3
"ENTPD6",2
"ENTPD7",4
"ENTPD8",1
"ENTR1",2
"ENY2",0
"EOGT",3
"EOLA1",1
"EOLA2",0
"EP300",1
"EP400",0
"EP400P1",0
"EPAS1",0
"EPB41",6
"EPB41L1",1
"EPB41L2",1
"EPB41L3",3
"EPB41L4A",0
"EPB41L4A-AS1",1
"EPB41L4A-DT",1
"EPB41L4B",1
"EPB41L5",0
"EPC1",1
"EPC2",1
"EPCAM",0
"EPCAM-DT",0
"EPDR1",0
"EPG5",1
"EPGN",4
"EPHA1",0
"EPHA1-AS1",1
"EPHA2",2
"EPHA4",1
"EPHA5",1
"EPHA6",0
"EPHA7",1
"EPHA8",1
"EPHB1",0
"EPHB2",2
"EPHB3",1
"EPHB4",3
"EPHB6",1
"EPHX1",1
"EPHX2",1
"EPHX3",1
"EPHX4",0
"EPM2A",1
"EPM2AIP1",1
"EPN1",2
"EPN2",3
"EPN2-AS1",0
"EPOP",0
"EPOR",6
"EPPK1",1
"EPRS1",3
"EPS15",0
"EPS15L1",1
"EPS8",5
"EPS8L1",1
"EPS8L2",0
"EPSTI1",0
"ERAL1",3
"ERAP1",0
"ERAP2",0
"ERAS",1
"ERBB2",2
"ERBB3",1
"ERBB4",1
"ERBIN",1
"ERBIN-DT",1
"ERC1",1
"ERC2",0
"ERCC1",0
"ERCC2",2
"ERCC3",0
"ERCC4",3
"ERCC5",0
"ERCC6",0
"ERCC6L",1
"ERCC6L2",1
"ERCC8",1
"EREG",4
"ERF",0
"ERFE",1
"ERFL",1
"ERG",3
"ERG28",3
"ERGIC1",3
"ERGIC2",14
"ERGIC3",14
"ERH",2
"ERI1",12
"ERI2",0
"ERI3",3
"ERICD",0
"ERICH1",1
"ERICH3",1
"ERICH4",1
"ERICH5",1
"ERICH6",1
"ERICH6-AS1",0
"ERLEC1",0
"ERLIN1",3
"ERLIN2",3
"ERMAP",2
"ERMARD",1
"ERMP1",0
"ERN1",1
"ERO1A",2
"ERO1B",1
"ERP27",0
"ERP29",20
"ERP44",0
"ERRFI1",1
"ERV3-1",0
"ERVFRD-1",0
"ERVH48-1",1
"ERVK13-1",15
"ERVK-28",6
"ERVK3-1",0
"ERVK9-11",0
"ERVMER34-1",0
"ERVW-1",1
"ESAM",7
"ESCO1",0
"ESCO2",1
"ESD",8
"ESF1",2
"ESM1",0
"ESPL1",1
"ESPN",1
"ESPNL",1
"ESR1",1
"ESR2",1
"ESRP2",0
"ESRRA",2
"ESRRB",1
"ESS2",0
"ESYT1",3
"ESYT2",0
"ESYT3",1
"ETAA1",1
"ETF1",0
"ETF1P2",1
"ETFA",0
"ETFB",0
"ETFBKMT",3
"ETFDH",0
"ETFRF1",14
"ETHE1",0
"ETNK1",1
"ETNK2",0
"ETNPPL",1
"ETS1",2
"ETS2",0
"ETV1",0
"ETV2",1
"ETV3",1
"ETV4",3
"ETV5",1
"ETV6",11
"ETV7",1
"EVA1A",2
"EVA1C",1
"EVC",0
"EVC2",0
"EVI2A",6
"EVI2B",5
"EVI5",0
"EVI5L",2
"EVL",0
"EVPL",1
"EWSAT1",5
"EWSR1",1
"EXD1",1
"EXD2",3
"EXD3",1
"EXO1",0
"EXO5",0
"EXOC1",0
"EXOC2",2
"EXOC3",21
"EXOC3-AS1",0
"EXOC3L1",0
"EXOC3L2",0
"EXOC4",3
"EXOC5",2
"EXOC6",0
"EXOC6B",1
"EXOC7",0
"EXOC8",1
"EXOG",17
"EXOSC1",3
"EXOSC10",3
"EXOSC2",3
"EXOSC3",0
"EXOSC4",0
"EXOSC5",2
"EXOSC6",0
"EXOSC7",2
"EXOSC8",3
"EXOSC9",0
"EXPH5",17
"EXT1",0
"EXT2",2
"EXTL2",3
"EXTL3",0
"EXTL3-AS1",1
"EYA1",22
"EYA3",3
"EYA4",1
"EZH1",0
"EZH2",1
"EZR",0
"F10",1
"F11R",11
"F12",0
"F2R",3
"F2RL1",0
"F2RL2",6
"F2RL3",2
"F3",10
"F5",1
"F7",1
"F8",0
"F8A1",3
"FA2H",1
"FAAH",0
"FAAH2",0
"FAAHP1",1
"FAAP100",2
"FAAP20",2
"FAAP24",0
"FABP3",1
"FABP4",30
"FABP5",3
"FABP5P3",1
"FABP5P9",1
"FADD",2
"FADS1",0
"FADS2",11
"FADS3",0
"FAF1",3
"FAF2",13
"FAH",1
"FAHD1",1
"FAHD2A",7
"FAHD2B",0
"FAHD2CP",0
"FAIM",3
"FAIM2",1
"FALEC",1
"FAM102A",0
"FAM102B",0
"FAM104A",0
"FAM104B",2
"FAM106A",0
"FAM107A",0
"FAM107B",0
"FAM110A",1
"FAM110B",6
"FAM110D",0
"FAM111A",0
"FAM111A-DT",0
"FAM111B",8
"FAM114A1",10
"FAM114A2",3
"FAM117A",1
"FAM117B",1
"FAM118A",0
"FAM118B",1
"FAM120A",2
"FAM120AOS",2
"FAM120B",0
"FAM120C",3
"FAM124A",0
"FAM124B",1
"FAM126A",2
"FAM126B",0
"FAM131A",2
"FAM131B",0
"FAM133B",0
"FAM135A",5
"FAM136A",3
"FAM13A",0
"FAM13A-AS1",1
"FAM13B",2
"FAM149A",1
"FAM149B1",0
"FAM151B",1
"FAM153CP",1
"FAM155A",1
"FAM155A-IT1",4
"FAM155B",0
"FAM160A1",1
"FAM160A2",3
"FAM160B1",0
"FAM160B2",2
"FAM161A",1
"FAM161B",0
"FAM162A",3
"FAM163A",0
"FAM166A",1
"FAM166B",1
"FAM166C",0
"FAM167A",1
"FAM167B",6
"FAM168A",0
"FAM168B",1
"FAM169A",0
"FAM169B",1
"FAM171A1",3
"FAM171A2",0
"FAM171B",1
"FAM172A",0
"FAM174A",0
"FAM174B",0
"FAM174C",2
"FAM177A1",0
"FAM177B",0
"FAM180A",1
"FAM181A",1
"FAM181A-AS1",1
"FAM182B",0
"FAM183BP",1
"FAM183DP",0
"FAM184A",1
"FAM184B",1
"FAM185A",8
"FAM185BP",1
"FAM186B",1
"FAM187B2P",0
"FAM189A1",0
"FAM189A2",4
"FAM189B",2
"FAM193A",0
"FAM193B",0
"FAM198B-AS1",0
"FAM199X",2
"FAM200A",0
"FAM200B",0
"FAM204A",2
"FAM205C",1
"FAM207A",2
"FAM209A",1
"FAM209B",1
"FAM20A",4
"FAM20B",0
"FAM20C",0
"FAM210A",3
"FAM210B",3
"FAM214A",1
"FAM214B",0
"FAM216A",3
"FAM217A",0
"FAM217B",0
"FAM219A",5
"FAM219B",1
"FAM21EP",3
"FAM21FP",1
"FAM220A",3
"FAM221A",0
"FAM221B",1
"FAM222A",1
"FAM222A-AS1",1
"FAM222B",0
"FAM227A",1
"FAM227B",0
"FAM228A",0
"FAM228B",2
"FAM229A",1
"FAM229B",0
"FAM230C",1
"FAM234A",3
"FAM234B",0
"FAM238C",1
"FAM241A",6
"FAM24B",0
"FAM27C",0
"FAM27E3",0
"FAM32A",1
"FAM3A",2
"FAM3B",1
"FAM3C",2
"FAM3C2P",0
"FAM3D",0
"FAM3D-AS1",6
"FAM43A",2
"FAM43B",0
"FAM50A",2
"FAM50B",8
"FAM53A",0
"FAM53B",0
"FAM53C",1
"FAM66B",0
"FAM66C",0
"FAM66D",0
"FAM71D",1
"FAM71E2",1
"FAM71F1",1
"FAM71F2",1
"FAM72A",1
"FAM72B",1
"FAM72D",1
"FAM74A3",0
"FAM76A",3
"FAM76B",1
"FAM78A",7
"FAM78B",0
"FAM81A",1
"FAM83A",1
"FAM83B",1
"FAM83C",1
"FAM83C-AS1",1
"FAM83D",1
"FAM83E",0
"FAM83F",0
"FAM83G",0
"FAM86B1",3
"FAM86B3P",0
"FAM86C1P",3
"FAM86C2P",3
"FAM86DP",0
"FAM86EP",3
"FAM86FP",0
"FAM86GP",1
"FAM86HP",0
"FAM86JP",0
"FAM87A",1
"FAM87B",0
"FAM89A",0
"FAM89B",0
"FAM8A1",0
"FAM90A1",1
"FAM91A1",2
"FAM98A",3
"FAM98B",0
"FAM98C",0
"FAM9C",1
"FAN1",0
"FANCA",0
"FANCB",5
"FANCC",0
"FANCD2",1
"FANCE",3
"FANCF",3
"FANCG",0
"FANCI",5
"FANCL",0
"FANCM",0
"FANK1",1
"FAP",0
"FAR1",2
"FAR2",3
"FARP1",0
"FARP2",0
"FARS2",3
"FARSA",2
"FARSB",3
"FAS",0
"FAS-AS1",1
"FASN",2
"FASTK",2
"FASTKD1",3
"FASTKD2",0
"FASTKD3",3
"FASTKD5",1
"FAT1",0
"FAT2",1
"FAT3",1
"FAT4",0
"FAU",27
"FAXC",1
"FAXDC2",1
"FBF1",0
"FBH1",11
"FBL",3
"FBLIM1",3
"FBLL1",6
"FBLN1",6
"FBLN2",10
"FBLN5",0
"FBLN7",0
"FBN1",0
"FBN2",0
"FBN3",1
"FBP1",8
"FBP2",1
"FBRS",1
"FBRSL1",2
"FBXL12",3
"FBXL13",5
"FBXL14",1
"FBXL15",0
"FBXL16",1
"FBXL17",3
"FBXL18",2
"FBXL19",0
"FBXL19-AS1",1
"FBXL2",0
"FBXL20",1
"FBXL22",0
"FBXL3",0
"FBXL4",0
"FBXL5",25
"FBXL6",2
"FBXL7",1
"FBXL8",2
"FBXO10",1
"FBXO11",1
"FBXO17",0
"FBXO2",0
"FBXO21",1
"FBXO22",3
"FBXO24",1
"FBXO25",1
"FBXO27",3
"FBXO28",2
"FBXO3",0
"FBXO30",1
"FBXO30-DT",1
"FBXO31",0
"FBXO32",39
"FBXO33",1
"FBXO34",4
"FBXO36",0
"FBXO36P1",1
"FBXO38",0
"FBXO39",1
"FBXO4",3
"FBXO41",0
"FBXO42",0
"FBXO43",1
"FBXO44",0
"FBXO45",2
"FBXO46",2
"FBXO47",1
"FBXO48",1
"FBXO5",1
"FBXO6",0
"FBXO7",0
"FBXO8",5
"FBXO9",2
"FBXW10",1
"FBXW11",1
"FBXW11P1",1
"FBXW2",0
